period,mmm_b2c_acq_dma,gross_add_true,gross_add_tot,dm_volume,dm_spend,audio_spend,video_spend,display_spend,paid_search_spend_brand,paid_search_spend_unbranded,paid_search_spend,social_spend,spot_tv_gm_spend,spot_tv_mc_spend,spot_tv_spend,dr_gm_tv_spend,dr_mc_tv_spend,tv_spend,radio_gm_spend,radio_mc_spend,radio_spend,print_spend,radio_land_gm_spend,radio_land_mc_spend,radio_dj_gm_spend,radio_dj_mc_spend,sp_price,dp_price,premier_video_offer,financial_offer,equipment_offer,istart_offer,financial_offer_amount,tot_offer_cnt,winback_offer,competitive_offer,google_altice_search_idx,google_comp_search_idx,google_non_brand_search_idx,competition,hh_cnt,avg_tot_bill_per_hh,avg_video_bill_per_hh,avg_ov_bill_per_hh,avg_ool_bill_per_hh,inflation,big_holiday,end_of_month,q4_tag,yearend_flag,awnd,prcp,snow,snwd,tmax,tmin,wdf2,wdf5,wsf2,wsf5,covid_cum_confirmed_cases,covid_cum_deaths,covid_daily_confirmed_cases,covid_daily_deaths,home_pass,hurricane_search
2017-12-31,HOUSTON TX,319,375,52463.681323328,14261.838632092831,0.0,1910.49,7445.02,1561.83,8923.71,10485.54,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,404,91.49,38.39,2.27,50.84,2.1,1.0,1,1,1,6.416190476190474,0.004083065897122892,0.0,0.0,48.103134484563064,27.409052851909994,190.8253968253968,202.34920634920638,13.859365079365075,18.6536507936508,0.0,0.0,0.0,0.0,170053.0,1.0
2017-12-31,JONESBORO AR,100,134,15158.203717448001,4120.638314309575,0.0,195.18,909.97,500.28,965.53,1465.81,311.0,0.0,0.0,4607.0,0.0,0.0,4607.0,1524.0,0.0,1524.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,141,83.9,30.46,3.47,49.97,2.1,1.0,1,1,1,7.7,0.0,0.0,0.0,28.72142857142857,10.62857142857143,134.28571428571428,124.28571428571428,16.199999999999996,20.4,0.0,0.0,0.0,0.0,49133.0,1.0
2017-12-31,LAKE CHARLES LA,190,240,25805.319853588004,7014.972993093572,0.0,110.17,1767.08,919.99,652.54,1572.53,609.0,0.0,0.0,11423.25,0.0,0.0,11423.25,180.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,251,91.59,44.75,3.53,43.31,2.1,1.0,1,1,1,8.857142857142858,0.027295159386068468,0.0,0.0,46.19285714285714,26.49642857142857,54.28571428571429,98.57142857142857,18.04285714285714,22.157142857142855,0.0,0.0,0.0,0.0,83644.0,1.0
2017-12-31,LITTLE ROCK AR,198,240,39642.777344808,10776.576846280921,0.0,700.99,2855.15,1196.69,4955.87,6152.56,1203.0,0.0,0.0,15639.5,0.0,0.0,15639.5,2793.0,0.0,2793.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,268,87.56,35.19,2.87,49.5,2.1,1.0,1,1,1,6.051298701298702,9.966777408637873e-05,0.0,0.0,35.40157142857144,15.120555555555553,156.42857142857142,147.012987012987,13.048051948051945,18.197763347763352,0.0,0.0,0.0,0.0,128496.0,1.0
2017-12-31,LUBBOCK TX,365,464,44926.691681695986,12212.967349533508,0.0,167.62,2831.26,1158.05,932.38,2090.43,1020.0,0.0,0.0,9035.1,0.0,0.0,9035.1,5196.0,0.0,5196.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,492,80.93,35.38,1.77,43.78,2.1,1.0,1,1,1,8.042857142857143,0.000845734126984127,0.02158175158175158,0.00873015873015873,40.595238095238095,13.86904761904762,180.0,190.0,17.17142857142857,21.4,0.0,0.0,0.0,0.0,145623.0,1.0
2017-12-31,MONROE-EL DORADO LA-AR,78,103,17741.69717408,4822.94066626386,0.0,129.02,632.11,387.12,844.76,1231.88,532.0,0.0,0.0,3599.75,0.0,0.0,3599.75,2574.0,0.0,2574.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,114,98.0,48.43,4.12,45.44,2.1,1.0,1,1,1,6.2285714285714295,0.002640692640692641,0.0,0.0,42.03823953823953,18.98989898989899,104.28571428571428,165.71428571428572,14.02142857142857,19.12857142857143,0.0,0.0,0.0,0.0,57507.0,1.0
2017-12-31,"NEW YORK, NY",6222,7945,1432544.0,423286.89,0.0,3065.93,173747.91,140363.0,124819.0,265182.0,47000.68,437253.0,110922.5,548175.5,0.0,0.0,548175.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6363636363636365,7913,100.98,46.37,6.48,48.14,2.1,1.0,0,1,1,12.959348739495795,0.11180915973612722,1.3169588219034232,3.0774575361291228,20.78095551791204,6.086779867138816,283.23809523809524,278.11564625850343,23.39333333333333,32.43115646258504,0.0,0.0,0.0,0.0,0.0,2.0
2017-12-31,ODESSA-MIDLAND TX,193,222,30203.799734504,8210.665112019236,0.0,132.89,2020.92,700.42,1827.71,2528.13,903.0,0.0,0.0,11473.75,0.0,0.0,11473.75,1188.0,0.0,1188.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,216,87.1,39.24,2.11,45.75,2.1,1.0,1,1,1,8.346428571428572,0.009006696428571428,0.0,0.0,44.06227324263039,18.701913265306125,174.64285714285714,175.0,17.928571428571427,22.3125,0.0,0.0,0.0,0.0,97901.0,1.25
2017-12-31,OKLAHOMA CITY OK,201,258,38783.87440928,10543.090846858984,0.0,307.7,2389.66,882.33,2862.11,3744.44,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,289,77.5,29.6,1.63,46.28,2.1,1.0,1,1,1,7.938095238095237,0.00028519694591123165,0.0036779081133919843,0.0026573787409700732,35.65796485260771,13.060062358276644,137.61904761904765,151.80952380952382,15.742857142857144,20.581904761904767,0.0,0.0,0.0,0.0,125712.0,2.5
2017-12-31,PARKERSBURG WV,129,151,27369.176605232,7440.095136128133,0.0,117.92,1707.86,683.08,318.98,1002.06,468.0,0.0,0.0,5996.2,0.0,0.0,5996.2,2979.0,0.0,2979.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,136,89.35,48.46,4.6,36.29,2.1,1.0,1,1,1,5.8047619047619055,0.0115578231292517,0.2692896389324961,2.228381737310309,18.764468864468864,-1.8783882783882784,257.61904761904765,256.6666666666667,14.814285714285711,20.295238095238094,0.0,0.0,0.0,0.0,88713.0,4.5
2017-12-31,PHOENIX AZ,475,544,62302.183505275985,16936.357975020535,0.0,627.7,4776.48,1122.14,4492.34,5614.480000000001,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,602,82.56,32.81,2.54,47.21,2.1,1.0,1,1,1,4.129365079365079,0.0010151761908321674,0.005194805194805196,0.6246467817896391,65.97617882439236,37.05196836701445,177.61904761904762,181.5476190476191,12.840873015873015,15.90079365079365,0.0,0.0,0.0,0.0,201943.0,1.5
2017-12-31,RALEIGH-DURHAM NC,135,150,17493.960843348,4755.595495603189,0.0,429.55,1475.79,576.6,2187.81,2764.41,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,159,93.24,44.94,4.64,43.66,2.1,1.0,1,1,1,7.292857142857143,0.018720556312920387,0.2164136817583266,0.4702591566929802,32.871286536592656,14.214706835114999,225.17857142857144,250.17857142857144,17.380357142857143,24.251785714285717,0.0,0.0,0.0,0.0,56704.0,0.0
2017-12-31,SAN ANGELO TX,119,174,18984.39043512,5160.757043443269,0.0,109.81,1676.71,629.97,501.16,1131.13,283.0,0.0,0.0,7880.0,0.0,0.0,7880.0,3196.8,0.0,3196.8,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,178,77.29,22.24,1.81,53.24,2.1,1.0,1,1,1,7.632142857142857,0.003757936507936508,0.0,0.0,45.74285714285714,21.75714285714286,171.78571428571428,148.57142857142858,16.625,20.73928571428572,0.0,0.0,0.0,0.0,61535.0,1.0
2017-12-31,SHREVEPORT LA,184,218,32346.119084620004,8793.037757230064,0.0,359.05,1495.71,866.88,3340.89,4207.77,655.0,0.0,0.0,3264.0,0.0,0.0,3264.0,4860.0,0.0,4860.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,233,88.24,37.24,2.29,48.71,2.1,1.0,1,1,1,6.612857142857143,0.006974040452301322,0.0,0.0,42.65190695895583,20.53494613156268,162.85714285714286,142.57142857142858,14.245714285714286,18.465714285714284,0.0,0.0,0.0,0.0,104845.0,1.25
2017-12-31,SPRINGFIELD MO,153,178,30021.777498504005,8161.183800532802,0.0,560.37,2090.84,740.56,3110.85,3851.41,513.0,0.0,0.0,11237.2,0.0,0.0,11237.2,4542.0,0.0,4542.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,184,86.43,37.64,2.71,46.08,2.1,1.0,1,1,1,7.023809523809526,0.0,0.001403061224489796,0.0,27.607755602240896,7.229954481792718,229.28571428571428,213.09523809523807,14.404761904761903,19.423809523809524,0.0,0.0,0.0,0.0,97311.0,1.5
2017-12-31,ST JOSEPH MO,76,101,14071.310304700002,3825.174899011571,0.0,131.15,616.02,386.23,682.99,1069.22,193.0,0.0,0.0,7997.0,0.0,0.0,7997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,107,83.24,32.29,2.64,48.31,2.1,1.0,1,1,1,8.571428571428571,0.0,0.0,0.0,17.0,-5.8,224.28571428571428,225.0,15.87142857142857,19.85,0.0,0.0,0.0,0.0,45610.0,2.25
2017-12-31,TULSA OK,85,114,14496.13393338,3940.6598571103896,0.0,138.18,779.2,447.01,2413.52,2860.53,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,112,93.61,41.49,2.2,49.92,2.1,1.0,1,1,1,7.6374149659863955,0.0001226836404702017,0.0005529953917050691,0.0013784461152882208,35.78163265306123,14.079591836734693,179.6258503401361,172.41496598639458,15.364285714285712,19.8156462585034,0.0,0.0,0.0,0.0,46987.0,2.75
2017-12-31,TYLER-LONGVIEW TX,344,460,58628.402277103974,15937.669478060188,0.0,609.97,3351.03,1714.42,4049.91,5764.33,1275.0,0.0,0.0,15692.5,0.0,0.0,15692.5,3339.0,0.0,3339.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,475,85.81,33.31,2.2,50.3,2.1,1.0,1,1,1,6.3125,0.0037721184371184375,0.0,0.0,43.896447467876044,22.567649281935,165.47619047619048,163.36734693877546,13.780612244897961,18.07517006802721,0.0,0.0,0.0,0.0,190035.0,1.0
2017-12-31,VICTORIA TX,72,92,10424.060596972,2833.6987869562145,0.0,57.08,917.45,317.63,293.64,611.27,162.0,0.0,0.0,7631.5,0.0,0.0,7631.5,630.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,94,97.9,43.09,2.29,52.52,2.1,1.0,1,1,1,8.985714285714286,0.006079147043432757,0.0,0.0,50.76607142857142,30.380357142857147,245.7142857142857,202.85714285714286,17.02857142857143,21.328571428571426,0.0,0.0,0.0,0.0,33788.0,1.0
2017-12-31,WACO-TEMPLE-BRYAN TX,219,263,35786.663731016,9728.322726102278,0.0,461.88,1959.73,749.87,1596.24,2346.11,507.0,0.0,0.0,18961.75,0.0,0.0,18961.75,2007.0,0.0,2007.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1052631578947372,273,74.39,23.42,1.4,49.57,2.1,1.0,1,1,1,7.750811688311686,0.0022470069266972434,0.0016900510204081636,0.0,48.68669217687075,27.616071428571423,208.65259740259742,212.67857142857147,15.978084415584414,20.612987012987013,0.0,0.0,0.0,0.0,115997.0,1.0
2018-01-07,ABILENE-SWEETWATER TX,235,294,19237.137072613998,5466.984036620612,0.0,199.27,1193.94,1080.04,1878.54,2958.58,528.0,0.0,0.0,6356.5,0.0,0.0,6356.5,3156.0,0.0,3156.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,306,82.03,29.69,1.95,50.39,2.1,0.0,0,0,1,11.8,0.0029761904761904765,0.0,0.0,61.04761904761904,31.619047619047624,231.42857142857144,231.42857142857144,23.3,28.75714285714286,0.0,0.0,0.0,0.0,84419.0,1.0
2018-01-07,ALEXANDRIA LA,179,208,19296.384512833003,5483.821511379215,0.0,148.14,1987.93,1147.51,2296.81,3444.32,876.0,0.0,0.0,9962.25,0.0,0.0,9962.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,244,96.63,45.47,3.15,48.0,2.1,0.0,0,0,1,5.835714285714286,0.2757629949415664,0.0,0.0,56.26118326118326,39.38798701298701,196.9642857142857,181.60714285714286,16.12142857142857,22.37142857142857,0.0,0.0,0.0,0.0,84679.0,1.0
2018-01-07,AMARILLO TX,320,432,32973.326467593004,9370.658885060177,0.0,129.23,2988.69,1721.12,2974.5,4695.62,1367.0,0.0,0.0,6874.75,0.0,0.0,6874.75,4521.0,0.0,4521.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,455,81.49,33.33,2.28,45.88,2.1,0.0,0,0,1,13.214285714285715,0.0024586764530373554,0.0,0.0,60.47756410256411,25.25885225885226,232.85714285714286,232.85714285714286,28.45714285714286,34.976190476190474,0.0,0.0,0.0,0.0,144698.0,1.1666666666666665
2018-01-07,AUSTIN TX,212,240,18438.428160301002,5239.999696017354,0.0,1348.33,4046.87,1333.66,10865.47,12199.13,1233.0,0.0,0.0,0.0,0.0,0.0,0.0,26520.0,0.0,26520.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,254,88.7,33.48,2.94,52.28,2.1,0.0,0,0,1,6.717142857142859,0.0017218052351508964,0.0,0.0,64.1849816849817,37.72161172161172,237.28571428571428,218.42857142857144,17.16142857142857,25.995714285714282,0.0,0.0,0.0,0.0,80914.0,1.0
2018-01-07,All Other Suddenlink DMA Total,815,1158,73069.627445083,20765.589250428045,0.0,5435.59,19075.95,3897.57,48803.64,52701.21,9398.0,0.0,0.0,6083.25,0.0,0.0,6083.25,67288.6,0.0,67288.6,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,602,77.73136363636364,33.80590909090909,1.2236363636363636,42.70272727272727,2.1,0.0,0,0,1,7.178470547309835,0.17663084175949192,0.11603670120867575,1.178286717458576,52.088773481728346,33.02458076428732,190.7653318903319,192.884224902082,16.282001391465677,20.98213229231086,0.0,0.0,0.0,0.0,320654.0,2.0492424242424243
2018-01-07,BLUEFIELD-BECKLEY-OAK HILL WV,119,149,19226.882317967,5464.069747465059,0.0,332.36,1314.8,1400.57,1823.08,3223.65,720.0,0.0,0.0,1887.0,0.0,0.0,1887.0,3186.0,0.0,3186.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,218,92.76,42.39,4.15,46.22,2.1,0.0,0,0,1,7.935714285714287,0.1980093984962406,0.06253132832080201,0.31578947368421056,44.811011904761905,20.346726190476197,224.28571428571428,217.14285714285717,17.728571428571428,25.792857142857148,0.0,0.0,0.0,0.0,84374.0,4.5
2018-01-07,CHARLESTON-HUNTINGTON WV,451,519,47523.719196155995,13505.721419227872,0.0,1563.26,4620.53,3353.02,7476.3,10829.32,2550.0,0.0,0.0,10042.75,0.0,0.0,10042.75,7748.0,0.0,7748.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,562,90.03,41.41,4.17,44.45,2.1,0.0,0,0,1,5.0371428571428565,0.29381150145435864,0.19864595838335333,0.2753044867140405,47.75744742835957,22.10286320275236,205.42857142857144,203.14285714285717,15.665714285714285,21.7,0.0,0.0,0.0,0.0,208550.0,4.5
2018-01-07,DALLAS-FT WORTH TX,386,420,39605.45402549501,11255.43702803543,0.0,2044.17,11787.31,2317.76,27160.66,29478.42,2936.0,0.0,0.0,0.0,0.0,0.0,0.0,3996.0,0.0,3996.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,470,92.36,37.71,2.73,51.91,2.1,0.0,0,0,1,11.394047619047615,0.06147308630352325,0.0,0.0,54.449175824175825,34.260989010989015,230.41666666666669,241.72619047619045,22.032142857142855,28.088095238095242,0.0,0.0,0.0,0.0,173802.0,1.0
2018-01-07,EUREKA CA,157,193,12612.756349798,3584.407459480731,0.0,217.73,743.83,774.31,609.93,1384.2399999999998,169.0,0.0,0.0,2805.85,0.0,0.0,2805.85,2349.0,0.0,2349.0,0.0,0.0,0.0,0.0,0.0,39.99,69.99,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,195,80.7,23.16,2.68,54.86,2.1,0.0,0,0,1,3.421428571428572,0.2121821894449788,0.0,0.0,56.51785714285714,44.60714285714285,190.7142857142857,205.7142857142857,10.55714285714286,13.971428571428573,0.0,0.0,0.0,0.0,55349.0,2.0
